0,Observer,HOSTILE,1,32.401,75.6138,414,0,0
0,Observer,HOSTILE,2,32.3969,75.6109,400,0,0
0,Observer,HOSTILE,3,32.3927,75.6088,382,0,0
0,Observer,HOSTILE,4,32.3877,75.6082,365,0,0
0,Missile,HOSTILE,5,32.3901,75.6045,430,0,0
0,Missile,HOSTILE,6,32.3967,75.6067,457,0,0
0,Missile,HOSTILE,7,32.4015,75.6096,482,0,0
0,Air Defence,HOSTILE,8,32.3863,75.5996,366,0,0
0,Air Defence,HOSTILE,9,32.3952,75.6012,426,0,0
0,Air Defence,HOSTILE,10,32.4021,75.6045,465,0,0
0,Observer,FRIENDLY,11,32.3855,75.6187,356,0,0
0,Observer,FRIENDLY,12,32.3898,75.6215,355,0,0
0,Observer,FRIENDLY,13,32.3943,75.6215,409,0,0
0,Observer,FRIENDLY,14,32.3997,75.6206,506,0,0
0,Missile,FRIENDLY,15,32.3862,75.6243,355,0,0
0,Missile,FRIENDLY,16,32.3934,75.6258,373,0,0
0,Missile,FRIENDLY,17,32.3977,75.6264,454,0,0
0,Air Defence,FRIENDLY,18,32.4032,75.6242,538,0,0
0,Air Defence,FRIENDLY,19,32.3957,75.6306,391,0,0
0,Air Defence,FRIENDLY,20,32.3897,75.6294,361,0,0
1631431515738,Armoured Vehicle,FRIENDLY,21,32.4042,75.6254,544,180,1
1631431515989,Armoured Vehicle,FRIENDLY,21,32.4042,75.6254,544,180,1
1631431516238,Armoured Vehicle,FRIENDLY,21,32.4042,75.6254,544,180,1
1631431516489,Armoured Vehicle,FRIENDLY,21,32.4042,75.6254,544,180,1
1631431516738,Armoured Vehicle,FRIENDLY,21,32.4042,75.6254,544,179.999,1
1631431516988,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.999,1
1631431517242,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.999,1
1631431517489,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.999,1
1631431517741,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.999,1
1631431517990,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.999,1
1631431518238,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.999,1
1631431518492,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.998,1
1631431518739,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.998,1
1631431518989,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.998,1
1631431519238,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.998,1
1631431519489,Armoured Vehicle,FRIENDLY,21,32.4041,75.6254,544,179.998,1
1631431519740,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,544,179.998,1
1631431519989,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,544,179.998,1
1631431520239,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,544,179.997,1
1631431520488,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,543,179.997,1
1631431520738,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,543,179.997,1
1631431520989,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,543,179.997,1
1631431521238,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,543,179.997,1
1631431521489,Armoured Vehicle,FRIENDLY,21,32.404,75.6254,543,179.997,1
